,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
30478,2022_DoWR_24699_1,GOALPARA/2021-22/SDRF/III,Immediate measures of restoration to protect the Sonalurtol and its adjoining area from the erosion of river Brahmaputra under SDRF for the year 2021-22,Immediate measures of restoration to protect the Sonalurtol and its adjoining area from the erosion of river Brahmaputra under SDRF for the year 2021-22,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,11-03-2022 18:30,,180,No,No,Online,22-03-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,GOALPARA,783101,,,,,"28,93,970",Cancelled,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30479,2021_PWD_23764_2,DMJ/DRC/SOPD-G/2/2021-22/1079 Dtd. 17-12-2021,DMJ/DRC/SOPD-G/02 Construction of Road from Namoni Mechaki to Pumi E and D Dyke Road under SOPD-G for the year 2021-22,DMJ/DRC/SOPD-G/02 Construction of Road from Namoni Mechaki to Pumi E and D Dyke Road under SOPD-G for the year 2021-22,Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,20-12-2021 14:00,,180,No,No,Offline,31-12-2021 10:00,Public Works Roads Department,Public Works Roads Department,Jonai,787057,6.0,02-Feb-22,INR 15774838.13,"['Pallab Chetia', 'MUKESH MILI']","1,57,74,838",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'dyke': 2, 'road': 4}"
30480,2022_BTCWR_24912_19,Addl.CE/KZ/WR/W/116/314,IM for restoration of village New Surjyakhata from flood damages of river Gangia under S.D.R.F for 2021-22,IM for restoration of village New Surjyakhata from flood damages of river Gangia under S.D.R.F for 2021-22,Works,Open Tender,Item Rate,Civil Works,2022-2023,No,No,,01-04-2022 10:00,,180,No,No,Online,12-04-2022 12:00,Bodoland Territorial Council-WRD||Addl.CE cum CHD-Kokrajhar-WRD-BTC||EE-Kokrajhar WR Div-Kokrajhar-BTC,Bodoland Territorial Council-WRD,At New Surjyakhata village,783370,,,,,"1,19,99,992",Cancelled,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'im': 2}
30500,2022_PWD_23955_12,CE/Commn/30/ RIDF-27/21-22-PH-2,RE/RIDF-XXVII/ Thowra /1,Construction of Embankment cum Road on B/Dyke from Teteliguri to Tengapani (ch.11000.00m to ch.17000.00m) under RIDF-XXVII of NABARD for the year 2021-22 by providing ICBP under Sivasagar and Thawra Territorial Road Division for the year 2021-22,Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,04-01-2022 14:00,17-01-2022 16:00,180,No,No,Offline,24-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Thowra,785640,,,,,"8,79,94,000",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'embankment': 1, 'dyke': 1, 'road': 2}"
30501,2022_BTCWR_25243_9,Addl.CE/KZ/WR/W/116/2022-23/05 dt.22.04.2022,Immediate measures for restoration of village Jharbari from flood damages of river Saralbhanga on LB from Patgaon to upwards from Ch. 6200m to 6600m under S.D.R.F for 2021-22,Immediate measures for restoration of village Jharbari from flood damages of river Saralbhanga on LB from Patgaon to upwards from Ch. 6200m to 6600m under S.D.R.F for 2021-22,Works,Open Tender,Item Rate,Civil Works,2022-2023,No,No,,25-04-2022 10:00,,180,No,No,Online,02-05-2022 15:00,Bodoland Territorial Council-WRD||Addl.CE cum CHD-Kokrajhar-WRD-BTC||EE-Kokrajhar WR Div-Kokrajhar-BTC,Bodoland Territorial Council-WRD,At Jharbari village,783370,2.0,26-May-22,INR 9999650.29,"['TAMION BRAHMA', 'BABRUBAHAN BASUMATARY']","99,99,650",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'immediate': 2}
30503,2022_PWD_23955_9,CE/Commn/30/ RIDF-27/21-22-PH-2,RE/RIDF-XXVII/ Titabor /1,"Construction of road cum embankment of Kakodonga Right Bank from Barbaruah Ali to Dhodar Ali (L-5.12 km, Ch. 0m to 5.12 Km) under RIDF-XXVII of NABARD for the year 2021-22 under Titabor LAC",Works,Open Tender,Item Rate,Civil Works – Roads,2021-2022,No,No,,04-01-2022 14:00,17-01-2022 16:00,180,No,No,Offline,24-01-2022 14:30,Public Works Roads Department,Public Works Roads Department,Titabor,785630,,,,,"6,88,98,000",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,RIDF,Preparedness Measures,"{'embankment': 1, 'road': 1}"
30508,2022_BTCWR_25243_20,Addl.CE/KZ/WR/W/116/2022-23/05 dt.22.04.2022,Immediate measures for restoration of Pakriguri from flood damages of river Sonkosh on its LB under S.D.R.F. for 2021-22,Immediate measures for restoration of Pakriguri from flood damages of river Sonkosh on its LB under S.D.R.F. for 2021-22,Works,Open Tender,Item Rate,Civil Works,2022-2023,No,No,,25-04-2022 10:00,,180,No,No,Online,02-05-2022 15:00,Bodoland Territorial Council-WRD||Addl.CE cum CHD-Kokrajhar-WRD-BTC||EE-Kokrajhar WR Div-Kokrajhar-BTC,Bodoland Territorial Council-WRD,At Pakriguri village,783370,3.0,30-May-22,INR 8999724.10,['Md Gafur'],"89,99,724",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'immediate': 2}
30511,2022_PWD_24965_1,SE/BDRC/NIT/ BNGN/SDRF/2021-22/36/3 Dated 31-03-22,Restoration of flood damaged of Borjana I to Borjana III Road under SDRF for the year 2020-21,Restoration of flood damaged of Borjana I to Borjana III Road under SDRF for the year 2020-21,Works,Open Tender,Item Rate,Civil Works – Roads,2022-2023,No,No,,04-04-2022 11:00,08-04-2022 16:00,180,No,No,Offline,11-04-2022 14:00,Public Works Roads Department,Public Works Roads Department,Barpeta,781301,2.0,09-May-22,INR 5492000.00,['Ritu Kumar Das'],"54,92,000",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 3}
30516,2022_PWRDW_25403_2,CE/APART/32/2022/17,Barajol Chowk to Noona Embankment Village in Nalbari District,"APART/NOCP/ROADS/NL-09 Construction of Road from Barajol Chowk to Noona Embankment Village-Barjol Mouza, Pub Banbhag in Nalbari District (Length 1.15 KM) under APART",Works,Open Tender,Lump-sum,Civil Works – Roads,2022-2023,No,No,,05-05-2022 09:00,18-05-2022 11:00,90,No,No,Online,06-06-2022 14:30,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,Public Works Roads Department-Externally Aided Project,Nalbari District,781369,,,,,"1,66,01,000",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'embankment': 2, 'road': 1, 'roads': 1}"
30521,2022_DoWR_25149_1,DHUBRI/2021-22/SDRF/I,Immediate measures for closing of breach gap of road cum bund at Fakirganj area including bank restoration on L/B of river Brahmaputra under SDRF for 2021-22.,Immediate measures for closing of breach gap of road cum bund at Fakirganj area including bank restoration on L/B of river Brahmaputra under SDRF for 2021-22.,Works,Open Tender,Works,Civil Works,2022-2023,No,No,,13-04-2022 18:30,,180,No,No,Online,25-04-2022 15:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,DHUBRI,783301,,,,,"4,99,99,766",Retender,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30528,2021_DoWR_23827_3,SILCHAR/2021-22/SOPD-FDR/4,Anti erosion measures to Dyke along L/B of Borak from Uttarkrishnapur to Tarapur (Railway gap portion) at down stream of Annapurnaghat,Anti erosion measures to Dyke along L/B of Borak from Uttarkrishnapur to Tarapur (Railway gap portion) at down stream of Annapurnaghat,Works,Open Tender,Works,Civil Works,2022-2023,No,No,,02-05-2022 18:40,,180,No,No,Online,13-05-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Annapurnaghat,788001,,,,,"3,24,72,856",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'dyke': 2, 'anti erosion': 2, 'erosion': 2}"
30533,2022_DoWR_24779_1,UAID/SDRF/KOKILAMUKH/2021-22/1,Immediate measures to restore Spur No VIII of Kokilamukh Protection Works from flood devastation of river Brahmaputra under SDRF for the year 2021-22,Immediate measures to restore Spur No VIII of Kokilamukh Protection Works from flood devastation of river Brahmaputra under SDRF for the year 2021-22,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,17-03-2022 18:00,,180,No,No,Online,28-03-2022 15:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Jorhat,785001,,,,"['M/S ATLAS CONSTRUCTION', 'NK AGARWALLA', 'SOMESWAR DAS']","3,99,99,901",Financial Evaluation,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30538,2022_GMC_24485_37,GER/CE/2008/2021/Part-B/05,Construction of Hill Top Colony road and drain with Cross Culvert,Improvement of Various works under 2nd Installment of 15th FC for the FY 2020-21 during the FY 2021-22,Works,Open Tender,Percentage,Civil Works,2021-2022,No,No,,25-02-2022 18:00,,90,No,No,Offline,07-03-2022 14:00,Guwahati Municipal Corporation,Guwahati Municipal Corporation,Guwahati,781001,,,,,"19,00,000",Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'drain': 1, 'road': 1}"
30545,2022_DoWR_24831_2,BADARPUR/2021-22/SDRF/2,Immediate Measures for restoration of flood damaged of dyke along R/B of river Borak from Gonirgram to Katigorah under SDRF for the year 2021-22 (Restoration of breach like damages at Santipur area),Immediate Measures for restoration of flood damaged of dyke along R/B of river Borak from Gonirgram to Katigorah under SDRF for the year 2021-22 (Restoration of breach like damages at Santipur area),Works,Open Tender,Works,Civil Works,2022-2023,No,No,,02-05-2022 18:00,,180,No,No,Online,13-05-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,SANTIPUR,788025,,,,,"1,99,99,753",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30553,2021_DoWR_19897_1,GHY.WEST/2020-21/SDRF/II,Immediate measures to restoration of Balasidhi No.1 Gohainpara area on the R/B of river Kulshi for the year 2020-21 under SDRF.,Immediate measures to restoration of Balasidhi No.1 Gohainpara area on the R/B of river Kulshi for the year 2020-21 under SDRF.,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,02-01-2021 18:00,,180,No,No,Online,13-01-2021 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MIRZA,781125,4.0,15-May-21,INR 13499200.13,"['Nuruddin Ahmed', 'JAMIR KHAN']","1,49,99,944",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 2, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'immediate': 2}"
30555,2021_DoWR_21485_1,DIB/SDRF/NOTUNGAON/2020-21/1,I/M to restore flood damages by river Dibru along the L/B near Notun gaon Tourism Project site under SDRf for 2020-21,I/M to restore flood damages by river Dibru along the L/B near Notun gaon Tourism Project site under SDRf for 2020-21,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,26-02-2021 09:00,,180,No,No,Online,09-03-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Dibrugarh,786005,3.0,15-Sep-21,INR 44994699.28,"['Sri Pranab Chetia', 'Sri Pradip Kumar Adhyapak', 'M/S NORTHERN GASES']","4,99,96,887",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 3}
30565,2022_DoWR_24478_1,PGP/2021-22/M and R/I,M and R to protect the B/Dyke (from Ch. 20.80 Km to Ch. 21.20 Km) at Ambari/Panikhaity area from the erosion of river Brahmaputra for the year 2021-22.,M and R to protect the B/Dyke (from Ch. 20.80 Km to Ch. 21.20 Km) at Ambari/Panikhaity area from the erosion of river Brahmaputra for the year 2021-22.,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,23-02-2022 18:00,,180,No,No,Online,07-03-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,PGP,781125,6.0,25-Mar-22,INR 4049989.00,"['CHANDAN KUMAR ROY', 'RAM CHANDRA AGRWALLA', 'GEMINI ENTERPRISE', 'KUSHAL DAS', 'Ashit Roy']","44,99,845",AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'dyke': 2, 'erosion': 2}"
30574,2022_DoWR_23948_2,KARIMGANJ/2021-22/M and R/1,M and R to extention of embankment of river Longai from Chandkhira PWD Bridge to Katabari for strengthening the dyke at Katabari village (L/B) for the year 2021-22.,M and R to extention of embankment of river Longai from Chandkhira PWD Bridge to Katabari for strengthening the dyke at Katabari village (L/B) for the year 2021-22.,Works,Open Tender,Works,Civil Works,2021-2022,No,No,,19-02-2022 18:00,,180,No,No,Online,26-02-2022 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,KATABARI,788726,,,,"['ANJALI CONSTRUCTION', 'DEBASISH CHOUDHURY', 'MANAS SINHA', 'M S P and B ENTERPRISE', 'M/S Sumon Construction']","34,99,647",Financial Evaluation,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'embankment': 2, 'dyke': 2, 'bridge': 2}"
30598,2021_DoWR_21445_1,DIB/SDRF/AITHAN/2020-21-1,I/M to restore flood damages at Tingkhong Bhoga Ali area of Bogeebil Aithan Bund for 2020-21,I/M to restore flood damages at Tingkhong Bhoga Ali area of Bogeebil Aithan Bund for 2020-21,Works,Open Tender,Works,Civil Works,2020-2021,No,No,,24-02-2021 18:00,,180,No,No,Online,08-03-2021 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Dibrugarh,786005,7.0,18-Sep-21,INR 38221550.11,"['Utpal Gogoi', 'Yugant Infrastructure Private Limited', 'M/S. M.P. AGARWALLA', 'RANJAN DUTTA, BOLIN DOWERAH-JV', 'SUDIP PRADIP JV', 'M/S KAVIYA ENTERPRISE, SANTOSH GARODIA-JV', 'REZWAN ANSARI NAVISH TULSHYAN JV']","4,24,70,748",AOC,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 1}
30606,2021_ASDMA_21654_1,ASDMA.12/2021/21,E-Tender Document on Supply of Sanitary Napkin Manual Vending Machine and Sanitary Napkin Incinerator (Disposal Machine) for Building model women-friendly community managed flood shelters/Relief Camps with 1 year comprehensive warranty,E-Tender Document on Supply of Sanitary Napkin Manual Vending Machine and Sanitary Napkin Incinerator (Disposal Machine) for Building model women-friendly community managed flood shelters/Relief Camps with 1 year comprehensive warranty,Goods,Open Tender,Supply,Supply of Materials,2021-2022,No,No,,10-05-2021 14:30,18-05-2021 11:00,180,No,No,Online,02-06-2021 11:30,Assam State Disaster Management Authority||Head Offcie - ASDMA,Assam State Disaster Management Authority,As per Annexure-VI mentioned in the Bid Document,781006,,,,,,Technical Evaluation,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 2, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Immediate Measures,{'relief': 2}
